Filename,Sentence,manual_emotion,manual_sentiment
HIVE-20627,Shall use a flag to know this.. *Memory leak issue:*.,/,
HIVE-20627,Memory leak is found if one of the threads from Hive.loadDynamicPartitions throw exception.,/,
HIVE-20627,rawStoreMap is used to store rawStore objects which has to be cleaned.,/,
HIVE-20627,"In this case, it is populated only in success flow but if there are exceptions, it is not and hence there is a leak.",fear,-1
MAPREDUCE-2942,"This is failing right after the MAPREDUCE-2655 commit, but Jenkins did report a success when that patch was submitted.",surprise,-1
MAPREDUCE-5744,We ran into a situation where tasks are not getting assigned because RMContainerAllocator$AssignedRequests.preemptReduce() fails repeatedly with the following exception:.,/,
MAPREDUCE-5744,"It is because the comparator that's defined in this method does not abide by the contract, specifically if p == 0.. Comparator.compare(): http://docs.oracle.com/javase/7/docs/api/java/util/Comparator.html#compare(T, T)",Sadness,-1
MAPREDUCE-6259,-1 job submit time cause IllegalArgumentException when parse the Job history file name and JOB_INIT_FAILED cause -1 job submit time in JobIndexInfo.. We found the following job history file name which cause IllegalArgumentException when parse the job status in the job history file name..,/,
MAPREDUCE-6259,The stack trace for the IllegalArgumentException is.,/,
MAPREDUCE-6259,"when IOException happened in JobImpl#setup, the Job submit time in JobHistoryEventHandler#MetaInfo#JobIndexInfo will not be changed and the Job submit time will be its [initial value -1|https://github.com/apache/hadoop/blob/trunk/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/main/java/org/apache/hadoop/mapreduce/jobhistory/JobHistoryEventHandler.java#L1185]..",/,
MAPREDUCE-6259,The following is the sequences to get -1 job submit time:.,/,
MAPREDUCE-6259,1. .,/,
MAPREDUCE-6259,a job is created at MRAppMaster#serviceStart and  the new job is at state JobStateInternal.NEW after created.,/,
MAPREDUCE-6259,2.. JobEventType.JOB_INIT is sent to JobImpl from MRAppMaster#serviceStart.,/,
MAPREDUCE-6259,"3.. after JobImpl received JobEventType.JOB_INIT, it call InitTransition#transition.",/,
MAPREDUCE-6259,4.. then the exception happen from setup(job) in InitTransition#transition before JobSubmittedEvent is handled.. JobSubmittedEvent will update the job submit time.,/,
MAPREDUCE-6259,"Due to the exception, the submit time is still the initial value -1..",/,
MAPREDUCE-6259,This is the code InitTransition#transition.,/,
MAPREDUCE-6259,This is the code JobImpl#setup.,/,
MAPREDUCE-6259,"5.. Due to the IOException from  JobImpl#setup, the new job is still at state JobStateInternal.NEW.",/,
MAPREDUCE-6259,"At the following code of MRAppMaster#serviceStart, The MR AM detect the state is not INITED and send a JOB_INIT_FAILED event.. 6.. After JobImpl receives the JOB_INIT_FAILED, it will call InitFailedTransition#transition and enter state JobStateInternal.FAIL_ABORT.",/,
MAPREDUCE-6259,7.. JobImpl will send CommitterJobAbortEvent in  InitFailedTransition#transition .,/,
MAPREDUCE-6259,8.. CommitterJobAbortEvent will be handled by CommitterEventHandler#handleJobAbort which will send JobAbortCompletedEvent(JobEventType.JOB_ABORT_COMPLETED).,/,
MAPREDUCE-6259,"9.. After JobImpl receives the JOB_ABORT_COMPLETED, it will call JobAbortCompletedTransition#transition and enter state JobStateInternal.FAILED.",/,
MAPREDUCE-6259,10.. JobAbortCompletedTransition#transition will call JobImpl#unsuccessfulFinish which will send JobUnsuccessfulCompletionEvent with finish time.. 11.. JobUnsuccessfulCompletionEvent will be handled by JobHistoryEventHandler#handleEvent with type EventType.JOB_FAILED.,/,
MAPREDUCE-6259,"Based on the following code, you can see the JobIndexInfo#finishTime is set correctly but JobIndexInfo#submitTime and  JobIndexInfo#jobStartTime are still -1..",surprise,-1
MAPREDUCE-6259,The error job history file name in our log is "job_1418398645407_115853--1-worun-kafka%2Dto%2Dhdfs%5Btwo%5D%5B15+topic%28s%29%5D-1423572836007-0-0-FAILED-root.journaling-1423572836007.jhist".,/,
MAPREDUCE-6259,"Based on the filename, you can see submitTime is -1, finishTime is 1423572836007 and jobStartTime is 1423572836007..",/,
MAPREDUCE-6259,"The jobStartTime is not -1, and  jobStartTime is the same as  finishTime..",/,
MAPREDUCE-6259,It is because jobStartTime is handled specially in FileNameIndexUtils#getDoneFileName:,/,
HDFS-5185,DataNode fails to startup if one of the data dirs configured is out of space.,surprise,-1
HDFS-5185,fails with following exception.,/,
HDFS-5185,It should continue to start-up with other data dirs available.,/,
MAPREDUCE-4467,TestMRJobs.testSleepJob fails randomly due to synchronization error in IndexCache:.,/,
MAPREDUCE-4467,A related issue is MAPREDUCE-4384.,/,
MAPREDUCE-4467,The change introduced there removed "synchronized" keyword and hence "info.wait()" call fails.,/,
MAPREDUCE-4467,Tbis needs to be wrapped into a "synchronized" block.,Sadness,-1
HADOOP-12186,ActiveStandbyElector shouldn't call {{monitorLockNodeAsync}} before StatCallback for previous {{zkClient.exists}} is received.. We saw RM shutdown because ActiveStandbyElector retrying monitorLockNodeAsync exceeded limit.,surprise,-1
HADOOP-12186,"The following is the logs.. Based on the log, it looks like multiple {{monitorLockNodeAsync}} are called at the same time due to back-to-back SyncConnected event received..",/,
HADOOP-12186,The current code doesn't prevent {{zkClient.exists}} from being called before AsyncCallback.StatCallback for previous {{zkClient.exists}} is received..,/,
HADOOP-12186,So the retry for {{monitorLockNodeAsync}} doesn't work correctly sometimes.,/,
HDFS-6102,Found by [~schu] during testing.,/,
HDFS-6102,"We were creating a bunch of directories in a single directory to blow up the fsimage size, and it ends up we hit this error when trying to load a very large fsimage:.",surprise,-1
HDFS-6102,"Some further research reveals there's a 64MB max size per PB message, which seems to be what we're hitting here.",/,
STORM-1977,"While investigating STORM-1976, I found that there're cases for nimbus to not having topology codes.",/,
STORM-1977,"Before BlobStore, only nimbuses which is having all topology codes can gain leadership, otherwise they give up leadership immediately.",/,
STORM-1977,"While introducing BlobStore, this logic is removed..",/,
STORM-1977,"I don't know it's intended or not, but it incurs one of nimbus to gain leadership which doesn't have replicated topology code, and the nimbus will be crashed when getClusterInfo is requested..",fear,-1
STORM-1977,Easiest way to reproduce is:.,/,
STORM-1977,1. comment cleanup-corrupt-topologies!,/,
STORM-1977,"from nimbus.clj (It's a quick workaround for resolving STORM-1976), and patch Storm cluster.",/,
STORM-1977,2,/,
STORM-1977,Launch Nimbus 1 (leader).,/,
STORM-1977,3,/,
STORM-1977,Run topology.,/,
STORM-1977,4,/,
STORM-1977,Kill Nimbus 1.,/,
STORM-1977,5,/,
STORM-1977,Launch Nimbus 2 from different node.,/,
STORM-1977,6,/,
STORM-1977,Nimbus 2 gains leadership .,/,
STORM-1977,"7. getClusterInfo is requested to Nimbus 2, and Nimbus 2 gets crashed.",/,
STORM-1977,Log:,/,
MAPREDUCE-3532,I tried following -:.,/,
MAPREDUCE-3532,yarn.nodemanager.address=0.0.0.0:0. yarn.nodemanager.webapp.address=0.0.0.0:0. yarn.nodemanager.localizer.address=0.0.0.0:0. mapreduce.shuffle.port=0.,/,
MAPREDUCE-3532,When 0 is provided as number in yarn.nodemanager.webapp.address.,/,
MAPREDUCE-3532,NM instantiate WebServer as 0 piort e.g.. After that WebServer pick up some random port e.g.. And NM WebServer responds correctly but.,surprise,-1
MAPREDUCE-3532,RM's cluster/Nodes page shows the following -:.,/,
MAPREDUCE-3532,Whereas NM:0 is not clickable..,/,
MAPREDUCE-3532,Seems even NM's webserver pick random port but it never gets updated and so NM report 0 as HTTP port to RM causing NM Hyperlinks un-clickable.,/,
MAPREDUCE-3532,But verified that MR job runs successfully with random.,/,
HIVE-19935,I'm getting this error with WM feature quite frequently.,Sadness,-1
HIVE-19935,It causes AM containers to shut down and a new one created to replace it.,/,
YARN-5545,Issues as part of Max apps in Capacity scheduler:.,/,
YARN-5545,1,/,
YARN-5545,Cap total applications across the queue hierarchy based on existing max app calculation.,/,
YARN-5545,2,/,
YARN-5545,Introduce a new configuration to take default max apps per queue irrespective of the queue capacity configuration.,/,
YARN-5545,3,/,
YARN-5545,"When the capacity configuration of the default partition is ZERO but queue has capacity for other partition then app is not getting submitted, though app is submitted in other partition.",surprise,-1
YARN-5545,Steps to reproduce Issue 3 : .,/,
YARN-5545,Configure capacity scheduler .,/,
YARN-5545,yarn.scheduler.capacity.root.default.capacity=0.,/,
YARN-5545,yarn.scheduler.capacity.root.queue1.accessible-node-labels.labelx.capacity=50.,/,
YARN-5545,yarn.scheduler.capacity.root.default.accessible-node-labels.labelx.capacity=50.,/,
YARN-5545,Submit application as below.,/,
YARN-5545,./yarn jar ../share/hadoop/mapreduce/hadoop-mapreduce-client-jobclient-3.0.0-alpha2-SNAPSHOT-tests.jar sleep -Dmapreduce.job.node-label-expression=labelx -Dmapreduce.job.queuename=default -m 1 -r 1 -mt 10000000 -rt 1,/,
HDFS-6462,Fsstat fails in secure environment with below error.. Steps to reproduce:.,/,
HDFS-6462,1) Create user named UserB and UserA.,/,
HDFS-6462,2) Create group named GroupB.,/,
HDFS-6462,3) Add root and UserB users to GroupB.,/,
HDFS-6462,Make sure UserA is not in GroupB.,/,
HDFS-6462,4) Set below properties.,/,
HDFS-6462,4) start nfs server as UserA.,/,
HDFS-6462,5) mount nfs as root user.,/,
HDFS-6462,6) run below command .,/,
HDFS-6462,NFS Logs complains as below,Anger,-1
YARN-4882,"I think for recovering completed applications no need to log as INFO, rather it can be made it as DEBUG.",Sadness,-1
YARN-4882,"The problem seen from large cluster is if any issue happens during RM start up and continuously switching , then  RM logs are filled with most with recovering applications only.",fear,-1
YARN-4882,"There are 6 lines are logged for 1 applications as I shown in below logs, then consider RM default value for max-completed applications is 10K.",/,
YARN-4882,So for each switch 10K*6=60K lines will be added which is not useful I feel..,Sadness,-1
YARN-4882,The main problem is missing important information's from the logs before RM unstable.,/,
YARN-4882,"Even though log roll back is 50 or 100, in a short period all these logs will be rolled out and all the logs contains only RM switching information that too recovering applications!!.",Sadness,-1
YARN-4882,I suggest at least completed applications recovery should be logged as DEBUG.,/,
HIVE-4403,"While working on BIGTOP-885, I saw that Hive was giving a bunch of warnings related to overriding final parameters in job.conf.",/,
HIVE-4403,This was on a pseudo distributed cluster.,/,
HIVE-4403,"FWIW, I didn't see this happen on a fully-distributed cluster.",surprise,-1
HIVE-4403,"Perhaps, Hive's job.conf is overriding some final parameters it shouldn't..",fear,-1
HIVE-4403,Here is what the warnings looked like:.,/,
HIVE-4403,"To reproduce, run a query like:.",/,
HIVE-4403,"Load some data into u_data, here is some sample data:.",/,
HIVE-4403,https://github.com/apache/bigtop/blob/master/bigtop-tests/test-artifacts/hive/src/main/resources/seed_data_files/ml-data/u.data.,/,
HIVE-4403,Run a simple query on that data (on YARN/MR2),/,
HIVE-13174,If you have a table with a bin column you're hs2/client logs are full of the stack traces below.,"surprise, sadness",-1
HIVE-13174,These should either be made debug or we just log the message not the trace.,/,
HDFS-9624,It seems starting datanode so slowly when I am finishing migration of datanodes and restart them.I look the dn logs:.,"surprise, sadness",-1
HDFS-9624,And I know that Scanning blocks on volume and then calculating the dfsUsed costs the most of time.,/,
HDFS-9624,"Because my datanode's migiration costs the much time, so that dfsUsed value can't use cache-dfsused and should be doing du operations.",/,
HDFS-9624,But actually I don't need do it again because there has no operations in these datanodes.,surprise,-1
HDFS-9624,The info is these:.,/,
HDFS-9624,The 600 seconds is a dead code.,/,
HDFS-9624,And it looks not suitable for here.,/,
HIVE-16973,Had a report from a user that Kerberos+AccumuloStorageHandler+HS2 was broken.,/,
HIVE-16973,"Looking into it, it seems like the bit-rot got pretty bad.","surprise, sadness",-1
HIVE-16973,You'll see something like the following:.,/,
HIVE-16973,It appears that some of the code-paths changed since when I first did my testing (or I just did poor testing) and the delegation token was never being fetched/serialized.,/,
HIVE-16973,There also are some issues with fetching the delegation token from Accumulo properly which were addressed in ACCUMULO-4665.,/,
HIVE-16973,I believe it would also be best to just update the dependency to use Accumulo 1.7 (drop 1.6 support) as it's lacking in this regard.,/,
HIVE-16973,"These changes would otherwise get much more complicated with reflection -- Accumulo has moved on past 1.6, so let's do the same in Hive.",/,
STORM-1596,"With multiple threads accessing same {{Subject}}, it can cause {{ServiceTicket}} in use be by one thread be destroyed by another thread.. Running BasicDRPCTopology with high parallelism in secure cluster would reproduce the issue..",fear,-1
STORM-1596,Here is sample log from such a scenarios:,/,
STORM-3168,I was investigating these blobstore download messages which keep repeating for hours in the supervisor (and nimbus logs).,/,
STORM-3168,"I turned on debug logging, and was expecting a cleanup debug message every 30 seconds ([https://github.com/apache/storm/blob/master/storm-server/src/main/java/org/apache/storm/localizer/AsyncLocalizer.java#L606).]",surprise,-1
STORM-3168,It did not log.,surprise,-1
STORM-3168,"I restarted the supervisor, and it started logging again.",/,
STORM-3168,It appears to have crashed with some error.,/,
STORM-3168,We should make sure the cleanup runs continuously and logs any failures to investigate.,/,
HDFS-4841,Hadoop version:.,/,
HDFS-4841,I'm seeing a problem when issuing FsShell commands using the webhdfs:// URI when security is enabled.,/,
HDFS-4841,The command completes but leaves a warning that ShutdownHook 'ClientFinalizer' failed..,surprise,-1
HDFS-4841,I've checked that FsShell + hdfs:// commands and WebHDFS operations through curl work successfully:.,/,
HDFS-4841,"When I disable security, the warning goes away..",/,
HDFS-4841,"I'll attach my core-site.xml, hdfs-site.xml, NN and DN output logs.",/,
HDFS-11526,The following error message is wrong..,Sadness,-1
HDFS-11526,"The operation performed in the try block is an attempt to recover the block, not obtain replica info from the datanode..",/,
HDFS-11526,This is the error message printed by the above code:,/,
YARN-4880,"While going throw TestZKRMStateStorePerf class , found that we are not initializing variable {{TestingServer curatorTestingServer}} if real zookeeper cluster are passed to utility.",/,
YARN-4880,"But down the line , this variables are used which causes NPE.",surprise,-1
YARN-4880,I tested by passing program arguments which result in NPE.,/,
YARN-4880,There are 2 places variable {{curatorTestingServer}} used that need to be guarded with null check.,/,
MAPREDUCE-3333,[~Karams] just found this.,/,
MAPREDUCE-3333,The usual sort job on a 350 node cluster hung due to OutOfMemory and eventually failed after an hour instead of the usual odd 20 minutes.,/,
YARN-6714,"Currently in async-scheduling mode of CapacityScheduler, after AM failover and unreserve all reserved containers, it still have chance to get and commit the outdated reserve proposal of the failed app attempt.",surprise,-1
YARN-6714,"This problem happened on an app in our cluster, when this app stopped, it unreserved all reserved containers and compared these appAttemptId with current appAttemptId, if not match it will throw IllegalStateException and make RM crashed.. Error log:.",/,
YARN-6714,"When async-scheduling enabled, CapacityScheduler#doneApplicationAttempt and CapacityScheduler#tryCommit both need to get write_lock before executing, so we can check the app attempt state in commit process to avoid committing outdated proposals.",/,
YARN-6072,Resource manager is unable to start in secure mode.,/,
YARN-6072,ResourceManager services are added in following order.,/,
YARN-6072,# EmbeddedElector.,/,
YARN-6072,# AdminService.,/,
YARN-6072,During resource manager service start() .EmbeddedElector starts first and invokes  {{AdminService#refreshAll()}} but {{AdminService#serviceStart()}} happens after {{ActiveStandbyElectorBasedElectorService}} service start is complete.,/,
YARN-6072,So {{AdminService#server}} will be *null* which causes  {{AdminService#refreshAll()}}  to fail,/,
HDFS-12833,Basically Delete option applicable only with update or overwrite options.,/,
HDFS-12833,I tried as per usage message am getting the bellow exception..,/,
HDFS-12833,Even in Document also it's not updated proper usage.,surprise,-1
HIVE-13361,With HIVE-11807 buffer size estimation happens by default.,/,
HIVE-13361,This can have undesired effect wrt file concatenation.,fear,-1
HIVE-13361,Consider the following table with files.,/,
HIVE-13361,"If we perform ALTER TABLE .. CONCATENATE on the above table with HIVE-11807, then depending on the split arrangement 000000_0 and 000001_0 will be concatenated together to new merged file.",/,
HIVE-13361,But this new merged file will have 128KB buffer size (estimated buffer size and not requested buffer size).,/,
HIVE-13361,Since new ORC writer size does not honor the requested buffer size the new merged files will have smaller buffers than the required 256KB making the file unreadable.,/,
HIVE-13361,Following exception will be thrown when reading the table after concatenation,/,
YARN-3917,"Since the user has not configured a specific plugin, any problems with the default resource calculator instantiation should be ignored.",/,
YARN-2823,Branch:.,/,
YARN-2823,2.6.0.,/,
YARN-2823,Environment: .,/,
YARN-2823,A 3-node cluster with RM HA enabled.,/,
YARN-2823,The HA setup went pretty smooth (used Ambari) and then installed HBase using Slider.,/,
YARN-2823,After some time the RMs went down and would not come back up anymore.,surprise,-1
YARN-2823,Following is the NPE we see in both the RM logs.. All the logs for this 3-node cluster has been uploaded.,/,
HDFS-4006,"TestCheckpoint#testSecondaryHasVeryOutOfDateImage occasionally fails due to unexpected exit, due to an NPE while checkpointing.",surprise,-1
HDFS-4006,"It looks like the background checkpoint fails, conflicts with the explicit checkpoints done by the tests (note the backtrace is not for the doCheckpoint calls in the tests.",/,
MAPREDUCE-6577,"If yarn.app.mapreduce.am.admin.user.env (or yarn.app.mapreduce.am.env) is not configured to set LD_LIBRARY_PATH, MR AM will fail to load the native library:.",/,
MAPREDUCE-6577,"As a result, any code that needs the hadoop native library in the MR AM will fail.",/,
MAPREDUCE-6577,"For example, an uber-AM with lz4 compression for the mapper task will fail:",/,
HDFS-6348,"Secondary Namenode is not exiting when there is RuntimeException occurred during startup.. Say I configured wrong configuration, due to that validation failed and thrown RuntimeException as shown below.",/,
HDFS-6348,But when I check the environment SecondaryNamenode process is alive.,/,
HDFS-6348,"When analysed, RMI Thread is still alive, since it is not a daemon thread JVM is nit exiting.",/,
HDFS-6348,I'm attaching threaddump to this JIRA for more details about the thread.,/,
HDFS-6823,Starting the namenode on a system not running Kerberos results in the following showing up in the log:.,/,
HDFS-6823,"If Kerberos isn't configured, we shouldn't try to display the principal message, never mind the raw text of the configuration option.",surprise,-1
HIVE-20652,Test case attached.,/,
HIVE-20652,The following query fail:.,/,
HIVE-20652,Error message:.,/,
HIVE-20652,Hive is pushing the join into jdbc driver though the table refer to different data source.,surprise,-1
AMQ-5854,Use case :.,/,
AMQ-5854,"With Spring DMLC, Read a jms message in a queue, produce a jms message in an output queue and write data in database..",/,
AMQ-5854,Problem description :.,/,
AMQ-5854,"Due to hight CPU usage, the inactity monitor closes connections between clients and broker while 16 messages were processed..                 15 messages are rolled back and redilevered to another consummer..",/,
AMQ-5854,In the log we got 15 warnings :.,/,
AMQ-5854,But one message is not rolled back (the transaction commit) and is also redileverd to another consummer.,surprise,-1
AMQ-5854,So it's processed twice by two different consummers (two inserts in database and two output JMS messages generated) and is not deduplicated..,/,
AMQ-5854,In the activeMq log we got the message :.,/,
AMQ-5854,"For this duplicated message, the failover occur during prepare phase of commit :.",/,
AMQ-5854,Our analysis :.,/,
AMQ-5854,We think that the duplicate message is caused by the failover during the prepare phase of the commit so we modify the source code to reproduce the case..                 Our modifications in config to produce failovers:.,/,
AMQ-5854,broker : transport.useKeepAlive=false.,/,
AMQ-5854,client : wireFormat.maxInactivityDuration=5000.,/,
AMQ-5854,We add Thread.sleep in the source code of org.apache.activemq.ActiveMQMessageConsumer to force failover to be done exactly where we think it causes problems :.,/,
AMQ-5854,"With these changes on the configuration and the code, the problem is easily reproduced..                 We also try with transactedIndividualAck=true, and we add a Thread.sleep in the code :.",/,
AMQ-5854,"With these modifications, we still get duplicates messages..                 We think that the problem is that the statement synchronized(deliveredMessages) prevents the call of clearDeliveredList() by another ActiveMQConnection thread that clears messages in progress..                 By adding logs we observe that a thread is waiting deliveredMessages 閳ユΞ lock in clearDeliveredList() method..                 .",/,
AMQ-5854,Question :.,/,
AMQ-5854,We tried fixes described in https://issues.apache.org/jira/browse/AMQ-5068 and https://issues.apache.org/jira/browse/AMQ-3519 but it doesn閳ユ獩 help to solve our problem..                 Is there a workaround or a config parameter that can help to prevent this problem ?.,/,
AMQ-5854,We are working on our side to find a correction.,/,
AMQ-5854,An option may be to force rolling back transaction if there is a failover during the prepare phase of commit in ConnectionStateTracker.restoreTransactions().,/,
HIVE-10801,"When trying to drop a view, hive log shows:.",/,
HIVE-10801,The following code in HiveMetaStore seems to have caused this issue :.,/,
HIVE-10801,It seems that the tblPath is still null when shims.isPathEncrypted is called..,/,
HIVE-10801,Thanks to [~asreekumar] for uncovering this issue !,love,1
YARN-3742,The RM goes down showing the following stacktrace if the ZK client connection fails to be created.,/,
YARN-3742,We should not exit but transition to StandBy and stop doing things and let the other RM take over.,/,
HIVE-20281,HIVE-18201 seems to trigger a latent bug in SW optimizer.,/,
HIVE-20281,Test {{subquery_in_having}} fails with:,/,
HIVE-18046,"The materialized view impl breaks old metastore sql write access, by complaining that the new table creation does not set this column up.. {{NOT NULL DEFAULT 0}} would allow old metastore direct sql compatibility (not thrift).",Anger,-1
AMQ-3176,"End result is lots of connections that are taking too long to shutdown and in particular:  where there is an overlap, with two connections trying to stop each other..",/,
AMQ-3176,Problem appears when the initiator of a duplex network connector sees a failure and trys to reconnect and the responder sees the old transport connector in place.,/,
AMQ-3176,"It tries to stop the existing connection but does it in a sync call so the potential to block and lock is present.. 2011-01-26 16:35:54,618 [..] INFO TransportConnection - The connection to '/xx:51585' is taking a long time to shutdown.. 2011-01-26 16:35:56,500 [..] INFO TransportConnection - The connection to '/xx:51585' is taking a long time to shutdown.{code}.","Fear, Surprise",-1
AMQ-3176,"In particular,",/,
YARN-8403,Some of the container execution related stack traces are printing in INFO or WARN level.,/,
YARN-8403,These logs are only present in NM.,"surprise, sadness",-1
YARN-8403,( It does not show up in AM log) .,/,
YARN-8403,These stacktraces are in WARN or INFO level.,/,
YARN-8403,"Ideally, exception should be printed in ERROR log level.",/,
HDFS-11741,"We found a long running balancer may fail despite using keytab, because KeyManager returns expired DataEncryptionKey, and it throws the following exception:.",/,
HDFS-11741,This bug is similar in nature to HDFS-10609.,/,
HDFS-11741,"While balancer KeyManager actively synchronizes itself with NameNode w.r.t block keys, it does not update DataEncryptionKey accordingly..",Sadness,-1
HDFS-11741,"In a specific cluster, with Kerberos ticket life time 10 hours, and default block token expiration/life time 10 hours, a long running balancer failed after 20~30 hours.",/,
HADOOP-12655,Saw it in a pre-commit jenkins job https://builds.apache.org/job/PreCommit-HADOOP-Build/8242/testReport/org.apache.hadoop.http/TestHttpServer/testBindAddress/.,/,
HADOOP-12655,It also appeared previously in Hadoop-common-trunk-Java8 jenkins on Oct 21..,/,
HADOOP-12655,"In the following case, the first server bound to port 53212, and the second one bound to port 53225, which violated the assertion in the test case (the second port is supposed to be no more than the first + 8)",surprise,-1
AMQ-6152,Something is holding onto KahaDB scheduler log files.,/,
AMQ-6152,We have reports of up to 400GB of scheduler log files.,/,
AMQ-6152,I have tried to isolate the issue and create a minimal example (attached).,/,
AMQ-6152,"In the troubleshooting I have done, the scheduler GC process is running, it's just deciding not to GC files that it should be.",/,
AMQ-6152,I have also found behavior inconsistent on the log files it does remove.,surprise,-1
AMQ-6152,"The ran the attached example/test on 5.10.0, 5.11.1, 5.12.0 and 5.13.0.",/,
AMQ-6152,The test schedules 20 messages that are large enough to cause 4 log files to be created.,/,
AMQ-6152,It then consumes all 20 messages.,/,
AMQ-6152,"When on 5.10.0, it behaves like I would expect, files 1-3 are GC'd and the 4th (the current log file) is left.",/,
AMQ-6152,"On all other versions I've tried it always leaves the first 2 files, and sometimes will GC the 3rd.. Below is a snippet from the log of the scheduler process and why it's deciding not to GC these files:.",surprise,-1
AMQ-6152,"This issue was originally reported in the Open Source PuppetDB project, ticket [here|https://tickets.puppetlabs.com/browse/PDB-1411].",/,
HIVE-16877,After HIVE-8839 in 1.1.0 support "alter table ... cascade" to cascade table changes to partitions as well.,/,
HIVE-16877,But NPE thrown when issue query like "alter table ... cascade" onto non-partitioned table .,surprise,-1
HIVE-16877,Sample Query:.,/,
HIVE-16877,Exception stack:,/,
AMQ-5300,"While searching for a workaround for issue AMQ-5284, I came across this issue.. To work around the serialization issue (AMQ-5284), I deleted the index snapshots from the LevelDB datastore.",/,
AMQ-5300,This will replay the logs to regenerate the index.,/,
AMQ-5300,"However, if a log rotation has already occurred, you will get an infinite loop upon restart..",surprise,-1
AMQ-5300,Here are the steps to reproduce what I am seeing:.,/,
AMQ-5300,"Configure ActiveMQ 5.10.0 to use a LevelDB data store with the log size of about 1MB.. Then I started up the broker and published 10,000 persistent messages to a queue, causing the log files to rotate (twice in my case).",/,
AMQ-5300,I see the following files in the data store folder:.,/,
AMQ-5300,"I then consume 5,000 messages, which causes the first log to be deleted since it is no longer being referenced.",/,
AMQ-5300,I see the following log statements:.,/,
AMQ-5300,And I see the remaining files in the data store folder (notice the 0000000000000000.log is gone):.,/,
AMQ-5300,"At this point, I shut down the broker and here is the listing of what's left in the data store:.",/,
AMQ-5300,I then delete the index folder within the data store (in my case "0000000000301737.index").,/,
AMQ-5300,"I am doing this to force a replay of the logs to regenerate the index (due to the serialization issue I ran into).. And finally, this is the message I am getting once I start the broker back up (infinite loop of this same message, and I have to shut down the broker):",/,
YARN-7692,Test scenario.,/,
YARN-7692,------------------.,/,
YARN-7692,1,/,
YARN-7692,"A cluster is created, no ACLs are included.",/,
YARN-7692,2,/,
YARN-7692,Submit jobs with an existing user say 'user_a'.,/,
YARN-7692,3,/,
YARN-7692,Enable ACLs and create a priority ACL entry via the property yarn.scheduler.capacity.priority-acls.,/,
YARN-7692,"Do not include the user, 'user_a' in this ACL.. 4.",/,
YARN-7692,Submit a job with the 'user_a'.,/,
YARN-7692,The observed behavior in this case is that the job is rejected as 'user_a' does not have the permission to run the job which is expected behavior.,/,
YARN-7692,"But Resource Manager also goes down when it tries to recover previous applications and fails to recover them.. Below is the exception seen,","surprise, sadness",-1
STORM-2400,This issue is reported to Curator with CURATOR-358.,/,
STORM-2400,org.apache.curator.framework.recipes.leader.LeaderLatch#getLeader() throws KeeperException with Code#NONODE intermittently as mentioned in the stack trace below.,/,
STORM-2400,It may be possible participant's ephemeral ZK node is removed because its connection/session is closed.. You can see the below code at https://github.com/apache/curator/blob/master/curator-recipes/src/main/java/org/apache/curator/framework/recipes/leader/LeaderLatch.java#L451.,/,
STORM-2400,I guess it hits a race condition where a participant node is retrieved but when it invokes LeaderSelector#getLeader() it would have been removed because of session timeout and it throws KeeperException with NoNode code.,/,
STORM-2400,It does not retry as the RetryLoop retries only for connection/session timeouts.,/,
STORM-2400,"But in this case, NoNode should have been retried.",surprise,-1
STORM-2400,I could not find any APIs on CuratorClient to configure the kind of KeeperException codes to be retried.,sadness,-1
STORM-2400,It may be good to have a way to take what kind of errors should be retried in org.apache.curator.framework.CuratorFrameworkFactory.Builder APIs..,/,
STORM-2400,Intermittent Exception found with the stack trace:,/,
AMQ-3567,The process that activemq uses to check if there has been inactivity for a connection has a flaw when it tries to close the connection because of inactivity.,/,
AMQ-3567,The current process generates the following interrupt exception.,/,
AMQ-3567,This is caused because the spawned thread in the AbstractInactivityMonitor classes readCheck method calls the onException method.,/,
AMQ-3567,This method will then call the stopMonitorThreads method which subsequently calls the shutdownNow method of the ASYNC_TASKS executor.,/,
AMQ-3567,This call causes the executor to call the interrupt method for all active threads in the executor.,/,
AMQ-3567,The problem is that the calling thread is part of the ASYNC_TASKS executor and therefore it is generating the interrupt exception.,/,
AMQ-3567,Here is the stack trace of the call that is causing the interrupt.,/,
AMQ-3567,The solution is to replace the shutdownNow method call with shutdown.,/,
AMQ-3567,Subsequent testing with this change does not cause the interrupt exception.,/,
AMQ-3567,I was able to create a testcase that reproduces this issue.,/,
AMQ-3567,"The testcase uses the useInactivityMonitor=false attribute to reproduce this issue, thanks Gary for the hint.",love,1
AMQ-3567,Unfortunately there aren't any steps that I can use to determine that the raised interrupted exception was raised or not.,fear,-1
AMQ-3567,The test will pass either way.,/,
AMQ-3567,A patch will be added to this issue.,/,
HIVE-11301,On metastore side it looks like this:.,/,
HIVE-11301,and then.,/,
HIVE-11301,Which on client manifests as.,/,
HIVE-11301,and CLI hangs for a really long time while this thing is retrying.,surprise,-1
HDFS-5291,"In our test, we saw NN immediately went into safemode after transitioning to active state.",surprise,-1
HDFS-5291,This can cause HBase region server to timeout and kill itself.,fear,-1
HDFS-5291,We should allow clients to retry when HA is enabled and ANN is in SafeMode.. ============================================.,/,
HDFS-5291,Some log snippets:.,/,
HDFS-5291,standby state to active transition.,/,
